Transaction_ID,Date,Customer_Name,Region,Industry,Product,Quantity,Unit_Price,Total_Value,Sales_Rep,Lead_Source,Deal_Stage,Probability
TXN-1164,2025-10-08,Curry-Watkins,North America,Manufacturing,SaaS License Basic,13,500,6500,David Kim,Referral,Closed Won,100
TXN-1165,2025-10-15,Joseph-Lewis,Asia Pacific,Healthcare,Enterprise Pack,18,50000,900000,David Kim,LinkedIn,Qualifying,20
TXN-1166,2025-09-07,Hendrix LLC,North America,Retail,Consulting Hours,8,150,1200,Elena Rodriguez,Referral,Discovery,20
TXN-1167,2025-10-19,Wong-Potts,Europe,Healthcare,AI Module Addon,11,15000,165000,James Carter,Referral,Qualifying,20
TXN-1168,2025-11-06,"Johnson, Gonzalez and Tyler",Asia Pacific,Tech,SaaS License Pro,13,1200,15600,James Carter,Event,Closed Lost,0
TXN-1169,2025-11-07,"Herrera, Rogers and Rodriguez",Europe,Tech,SaaS License Pro,14,1200,16800,James Carter,Referral,Closed Lost,0
TXN-1170,2025-11-16,"Gordon, Buchanan and Cardenas",Asia Pacific,Retail,Consulting Hours,16,150,2400,James Carter,Cold Call,Qualifying,20
TXN-1171,2025-11-07,Day-Jones,Europe,Tech,Consulting Hours,7,150,1050,David Kim,Referral,Negotiation,75
TXN-1172,2025-09-05,"Riley, Ramirez and Foster",Asia Pacific,Retail,Enterprise Pack,7,50000,350000,David Kim,Referral,Closed Won,100
TXN-1173,2025-11-10,Green Inc,LATAM,Retail,SaaS License Pro,14,1200,16800,Sarah Miller,Referral,Discovery,20
TXN-1174,2025-11-16,Ballard PLC,Asia Pacific,Retail,Enterprise Pack,6,50000,300000,Sarah Miller,LinkedIn,Closed Won,100
TXN-1175,2025-09-23,Pearson and Sons,Asia Pacific,Retail,AI Module Addon,16,15000,240000,James Carter,LinkedIn,Closed Won,100
TXN-1176,2025-09-02,Davis PLC,LATAM,Finance,Enterprise Pack,13,50000,650000,Elena Rodriguez,Event,Closed Won,100
TXN-1177,2025-09-13,"White, Hampton and Murphy",Asia Pacific,Tech,SaaS License Basic,8,500,4000,Elena Rodriguez,Website,Qualifying,20
TXN-1178,2025-08-27,Jackson-Brown,Europe,Manufacturing,SaaS License Pro,5,1200,6000,James Carter,Website,Closed Lost,0
TXN-1179,2025-10-27,Valenzuela-Braun,LATAM,Manufacturing,SaaS License Pro,1,1200,1200,James Carter,Event,Discovery,20
TXN-1180,2025-10-13,Wiggins-Adams,LATAM,Manufacturing,SaaS License Basic,10,500,5000,Sarah Miller,LinkedIn,Closed Won,100
TXN-1181,2025-09-21,"Hunter, Freeman and Anderson",Asia Pacific,Finance,AI Module Addon,17,15000,255000,Sarah Miller,LinkedIn,Negotiation,75
TXN-1182,2025-08-30,Coleman-Henderson,North America,Finance,AI Module Addon,3,15000,45000,David Kim,Cold Call,Closed Lost,0
TXN-1183,2025-11-12,"Blanchard, Macias and Brown",LATAM,Tech,AI Module Addon,3,15000,45000,Elena Rodriguez,Referral,Proposal,50
TXN-1184,2025-09-21,"George, Garcia and Moore",North America,Tech,Consulting Hours,2,150,300,Sarah Miller,Event,Qualifying,20
TXN-1185,2025-11-13,Carter and Sons,Europe,Manufacturing,SaaS License Basic,14,500,7000,Elena Rodriguez,Website,Closed Won,100
TXN-1186,2025-09-20,"Baker, Pruitt and Singleton",Asia Pacific,Retail,Enterprise Pack,16,50000,800000,David Kim,Cold Call,Closed Won,100
TXN-1187,2025-10-01,Campbell and Sons,Asia Pacific,Manufacturing,SaaS License Basic,1,500,500,David Kim,Referral,Discovery,20
TXN-1188,2025-09-28,May Ltd,North America,Healthcare,Consulting Hours,5,150,750,David Kim,LinkedIn,Negotiation,75
TXN-1189,2025-10-15,Hancock-Hatfield,North America,Finance,Consulting Hours,13,150,1950,James Carter,Website,Discovery,20
TXN-1190,2025-10-15,Webb-Mckee,Asia Pacific,Tech,Enterprise Pack,11,50000,550000,David Kim,Referral,Closed Won,100
TXN-1191,2025-10-30,"Morgan, Sutton and Martin",Europe,Tech,Consulting Hours,20,150,3000,James Carter,Referral,Qualifying,20
TXN-1192,2025-08-29,Smith Ltd,Asia Pacific,Manufacturing,SaaS License Basic,4,500,2000,David Kim,Cold Call,Closed Won,100
TXN-1193,2025-11-10,Rios-Smith,LATAM,Healthcare,AI Module Addon,16,15000,240000,David Kim,Event,Discovery,20
TXN-1194,2025-10-11,Ortiz-Green,LATAM,Tech,SaaS License Basic,11,500,5500,James Carter,Referral,Closed Lost,0
TXN-1195,2025-09-23,"Knox, Manning and Walker",North America,Manufacturing,Enterprise Pack,13,50000,650000,James Carter,LinkedIn,Closed Lost,0
TXN-1196,2025-08-29,Ramsey-Harris,Europe,Tech,Consulting Hours,13,150,1950,David Kim,LinkedIn,Negotiation,75
TXN-1197,2025-10-09,Allen-Graham,LATAM,Retail,SaaS License Basic,16,500,8000,James Carter,Referral,Qualifying,20
TXN-1198,2025-10-03,Cruz Ltd,Europe,Tech,AI Module Addon,8,15000,120000,Elena Rodriguez,Event,Proposal,50
TXN-1199,2025-11-18,Wilkinson LLC,North America,Finance,Enterprise Pack,19,50000,950000,David Kim,Website,Qualifying,20
TXN-1200,2025-11-20,"Cook, Ramirez and Thompson",Asia Pacific,Retail,Consulting Hours,3,150,450,David Kim,LinkedIn,Discovery,20
TXN-1201,2025-08-25,"Jackson, Graham and Cole",LATAM,Finance,SaaS License Pro,2,1200,2400,Elena Rodriguez,Event,Proposal,50
TXN-1202,2025-11-09,Barnes-Taylor,Europe,Healthcare,AI Module Addon,4,15000,60000,David Kim,Event,Negotiation,75
TXN-1203,2025-10-18,Cowan-Ramos,North America,Manufacturing,Consulting Hours,1,150,150,David Kim,Event,Negotiation,75
TXN-1204,2025-09-05,"Ray, Gordon and Wells",Asia Pacific,Healthcare,SaaS License Basic,3,500,1500,Sarah Miller,Website,Discovery,20
TXN-1205,2025-11-19,Wise Inc,North America,Healthcare,SaaS License Pro,20,1200,24000,James Carter,LinkedIn,Discovery,20
TXN-1206,2025-11-20,Rivera PLC,LATAM,Retail,Consulting Hours,12,150,1800,Sarah Miller,Event,Closed Lost,0
TXN-1207,2025-09-19,Nguyen-Floyd,Asia Pacific,Tech,AI Module Addon,4,15000,60000,David Kim,Event,Proposal,50
TXN-1208,2025-10-29,Cunningham-Hernandez,Asia Pacific,Tech,Enterprise Pack,18,50000,900000,David Kim,Cold Call,Discovery,20
TXN-1209,2025-11-14,Wilson and Sons,Asia Pacific,Healthcare,AI Module Addon,3,15000,45000,James Carter,Cold Call,Negotiation,75
TXN-1210,2025-10-07,Taylor-Pierce,North America,Finance,Enterprise Pack,4,50000,200000,Elena Rodriguez,Event,Qualifying,20
TXN-1211,2025-10-13,Carr-Simpson,Europe,Healthcare,SaaS License Pro,14,1200,16800,Elena Rodriguez,LinkedIn,Closed Won,100
TXN-1212,2025-10-12,Baker PLC,Asia Pacific,Healthcare,SaaS License Pro,12,1200,14400,Elena Rodriguez,LinkedIn,Negotiation,75
TXN-1213,2025-10-22,Davis Group,LATAM,Tech,SaaS License Pro,17,1200,20400,Elena Rodriguez,LinkedIn,Discovery,20
TXN-1214,2025-09-05,Butler-Cooke,Europe,Finance,SaaS License Pro,4,1200,4800,David Kim,Website,Qualifying,20
TXN-1215,2025-11-18,Stephens Group,Europe,Manufacturing,Enterprise Pack,6,50000,300000,David Kim,Referral,Negotiation,75
TXN-1216,2025-11-11,Harris and Sons,Asia Pacific,Finance,Consulting Hours,15,150,2250,James Carter,Cold Call,Negotiation,75
TXN-1217,2025-11-02,Williams Ltd,North America,Healthcare,Consulting Hours,16,150,2400,Sarah Miller,Website,Closed Won,100
TXN-1218,2025-11-05,"Alvarez, Luna and Mills",North America,Tech,SaaS License Basic,12,500,6000,James Carter,Referral,Proposal,50
TXN-1219,2025-11-07,Webb-Reynolds,LATAM,Tech,SaaS License Pro,4,1200,4800,Elena Rodriguez,Cold Call,Closed Lost,0
TXN-1220,2025-09-04,"Fisher, Savage and Fuller",Asia Pacific,Tech,AI Module Addon,15,15000,225000,James Carter,Website,Negotiation,75
TXN-1221,2025-09-16,Evans-Ritter,Europe,Finance,Enterprise Pack,15,50000,750000,David Kim,Cold Call,Negotiation,75
TXN-1222,2025-10-29,"Owens, George and Miller",Asia Pacific,Tech,Consulting Hours,8,150,1200,James Carter,Event,Closed Won,100
TXN-1223,2025-10-27,"Lindsey, George and Roberts",North America,Tech,Consulting Hours,15,150,2250,David Kim,LinkedIn,Discovery,20
TXN-1224,2025-11-10,Jacobson-Haney,Europe,Retail,Consulting Hours,19,150,2850,David Kim,LinkedIn,Discovery,20
TXN-1225,2025-10-07,"Holt, Martinez and Maxwell",Asia Pacific,Finance,Consulting Hours,10,150,1500,James Carter,LinkedIn,Negotiation,75
TXN-1226,2025-10-02,Rivera LLC,Europe,Retail,SaaS License Basic,1,500,500,Sarah Miller,Website,Discovery,20
TXN-1227,2025-08-26,"Dixon, Barker and Humphrey",Europe,Manufacturing,AI Module Addon,19,15000,285000,James Carter,Cold Call,Proposal,50
TXN-1228,2025-10-28,"Fischer, Hudson and Stephens",North America,Healthcare,SaaS License Pro,19,1200,22800,David Kim,Cold Call,Closed Lost,0
TXN-1229,2025-10-13,"Ford, Watts and Harrison",North America,Retail,SaaS License Basic,17,500,8500,James Carter,Referral,Closed Won,100
TXN-1230,2025-10-19,Lyons and Sons,Asia Pacific,Retail,AI Module Addon,15,15000,225000,James Carter,Referral,Negotiation,75
TXN-1231,2025-11-09,White Group,LATAM,Finance,SaaS License Basic,9,500,4500,Sarah Miller,Referral,Qualifying,20
TXN-1232,2025-10-02,Ellis Ltd,North America,Manufacturing,AI Module Addon,2,15000,30000,Sarah Miller,Event,Negotiation,75
TXN-1233,2025-11-21,Ferguson-Peterson,North America,Retail,SaaS License Pro,8,1200,9600,David Kim,Referral,Discovery,20
TXN-1234,2025-10-05,Camacho-Ward,Europe,Finance,Consulting Hours,18,150,2700,Elena Rodriguez,Website,Discovery,20
TXN-1235,2025-10-10,Hampton-Church,Asia Pacific,Manufacturing,SaaS License Basic,2,500,1000,Sarah Miller,Referral,Closed Won,100
TXN-1236,2025-11-04,"Stark, Wright and Morris",Asia Pacific,Tech,AI Module Addon,1,15000,15000,James Carter,Event,Closed Won,100
TXN-1237,2025-09-27,"Gray, White and Serrano",Europe,Healthcare,SaaS License Basic,13,500,6500,David Kim,Cold Call,Discovery,20
TXN-1238,2025-10-12,Hatfield Inc,Europe,Healthcare,Enterprise Pack,13,50000,650000,David Kim,Referral,Closed Won,100
TXN-1239,2025-09-08,Mcbride-Bradford,LATAM,Finance,SaaS License Basic,17,500,8500,Elena Rodriguez,Cold Call,Proposal,50
TXN-1240,2025-11-16,Ward-Drake,Asia Pacific,Tech,Consulting Hours,7,150,1050,David Kim,Referral,Closed Won,100
TXN-1241,2025-10-30,Burton-Cole,Asia Pacific,Finance,Consulting Hours,18,150,2700,David Kim,Referral,Proposal,50
TXN-1242,2025-09-02,Mann Inc,LATAM,Retail,SaaS License Basic,6,500,3000,James Carter,Cold Call,Qualifying,20
TXN-1243,2025-08-26,Mcguire PLC,Asia Pacific,Tech,Consulting Hours,17,150,2550,Sarah Miller,Referral,Proposal,50
TXN-1244,2025-11-08,Green-Anderson,Europe,Manufacturing,Consulting Hours,19,150,2850,Sarah Miller,LinkedIn,Qualifying,20
TXN-1245,2025-10-21,Hobbs-Lynch,LATAM,Tech,SaaS License Basic,10,500,5000,James Carter,Event,Qualifying,20
TXN-1246,2025-11-10,"Dixon, Harris and Berry",LATAM,Finance,SaaS License Pro,1,1200,1200,David Kim,Referral,Qualifying,20
TXN-1247,2025-10-03,Hayes and Sons,Asia Pacific,Healthcare,SaaS License Basic,12,500,6000,Sarah Miller,LinkedIn,Qualifying,20
TXN-1248,2025-09-13,"Wood, Thomas and Bell",North America,Manufacturing,SaaS License Basic,4,500,2000,Elena Rodriguez,Referral,Closed Won,100
TXN-1249,2025-10-26,Allen PLC,LATAM,Tech,Consulting Hours,2,150,300,Elena Rodriguez,Cold Call,Closed Lost,0
TXN-1250,2025-08-25,Cole Inc,LATAM,Tech,AI Module Addon,14,15000,210000,David Kim,LinkedIn,Closed Lost,0
TXN-1251,2025-11-12,Neal-Washington,Europe,Finance,SaaS License Basic,6,500,3000,David Kim,Cold Call,Proposal,50
TXN-1252,2025-10-10,"Blevins, Lane and Wilson",Europe,Tech,AI Module Addon,10,15000,150000,David Kim,LinkedIn,Discovery,20
TXN-1253,2025-10-07,"Graham, Roberts and Gould",North America,Tech,Enterprise Pack,3,50000,150000,Sarah Miller,LinkedIn,Closed Won,100
TXN-1254,2025-11-19,"Warren, Owens and Clark",North America,Retail,Enterprise Pack,11,50000,550000,Elena Rodriguez,Website,Proposal,50
TXN-1255,2025-09-05,Morse Group,LATAM,Manufacturing,SaaS License Pro,17,1200,20400,David Kim,Event,Qualifying,20
TXN-1256,2025-09-04,Nichols-Leach,Asia Pacific,Retail,AI Module Addon,10,15000,150000,David Kim,Event,Closed Won,100
TXN-1257,2025-09-26,Weaver and Sons,LATAM,Retail,Consulting Hours,7,150,1050,James Carter,Cold Call,Negotiation,75
TXN-1258,2025-11-11,"Thomas, Cantrell and Page",LATAM,Healthcare,Enterprise Pack,16,50000,800000,James Carter,Event,Proposal,50
TXN-1259,2025-10-31,Wagner and Sons,Europe,Tech,Enterprise Pack,7,50000,350000,Sarah Miller,Referral,Negotiation,75
TXN-1260,2025-11-10,Smith-Wheeler,LATAM,Healthcare,Consulting Hours,17,150,2550,Elena Rodriguez,Event,Closed Won,100
TXN-1261,2025-09-18,"Fleming, Bennett and Crane",LATAM,Retail,SaaS License Basic,10,500,5000,Sarah Miller,Cold Call,Closed Lost,0
TXN-1262,2025-09-18,"Vaughn, Marshall and Terrell",Europe,Finance,AI Module Addon,20,15000,300000,Elena Rodriguez,LinkedIn,Proposal,50
TXN-1263,2025-09-28,Santana PLC,North America,Tech,AI Module Addon,1,15000,15000,Sarah Miller,Referral,Qualifying,20
TXN-1264,2025-11-15,"Richardson, Garrison and Guerrero",Europe,Healthcare,Consulting Hours,6,150,900,David Kim,Website,Closed Lost,0
TXN-1265,2025-08-27,"Jacobs, Garza and Barnes",North America,Manufacturing,SaaS License Pro,12,1200,14400,David Kim,Event,Proposal,50
TXN-1266,2025-09-10,Lee-Carlson,Asia Pacific,Tech,SaaS License Pro,3,1200,3600,Elena Rodriguez,Cold Call,Proposal,50
TXN-1267,2025-09-02,Sawyer-Fields,North America,Tech,SaaS License Basic,8,500,4000,James Carter,Cold Call,Closed Lost,0
TXN-1268,2025-10-05,"Zavala, Owens and Jacobson",Asia Pacific,Tech,Enterprise Pack,14,50000,700000,Elena Rodriguez,Event,Proposal,50
TXN-1269,2025-10-02,"Moore, Cole and Adams",Europe,Healthcare,AI Module Addon,6,15000,90000,Elena Rodriguez,Cold Call,Discovery,20
TXN-1270,2025-10-28,Kelley-Franco,Europe,Tech,Consulting Hours,20,150,3000,David Kim,LinkedIn,Proposal,50
TXN-1271,2025-11-17,Howard Inc,Europe,Retail,AI Module Addon,9,15000,135000,James Carter,LinkedIn,Closed Lost,0
TXN-1272,2025-09-02,Rodriguez Ltd,LATAM,Finance,Enterprise Pack,15,50000,750000,David Kim,Event,Discovery,20
TXN-1273,2025-11-10,Herring-Banks,North America,Finance,SaaS License Pro,17,1200,20400,James Carter,Website,Closed Won,100
TXN-1274,2025-10-30,Juarez-Perez,LATAM,Tech,SaaS License Pro,8,1200,9600,James Carter,Website,Qualifying,20
TXN-1275,2025-09-06,"Patrick, Robinson and Smith",LATAM,Finance,SaaS License Pro,16,1200,19200,Sarah Miller,Cold Call,Discovery,20
TXN-1276,2025-10-07,Hunt Group,LATAM,Manufacturing,AI Module Addon,9,15000,135000,Elena Rodriguez,Event,Negotiation,75
TXN-1277,2025-08-28,Miller-Price,Europe,Retail,Consulting Hours,5,150,750,Elena Rodriguez,LinkedIn,Proposal,50
TXN-1278,2025-09-20,"Collins, Wilson and Mcdaniel",LATAM,Finance,AI Module Addon,10,15000,150000,James Carter,Website,Negotiation,75
TXN-1279,2025-11-09,Cook LLC,LATAM,Healthcare,SaaS License Pro,13,1200,15600,James Carter,LinkedIn,Qualifying,20
TXN-1280,2025-10-10,"Morales, Anderson and Henderson",Europe,Manufacturing,Consulting Hours,3,150,450,Elena Rodriguez,Referral,Proposal,50
TXN-1281,2025-09-04,Merritt LLC,LATAM,Finance,AI Module Addon,18,15000,270000,Sarah Miller,Referral,Qualifying,20
TXN-1282,2025-09-22,"Bridges, Franco and Walsh",Europe,Manufacturing,SaaS License Pro,16,1200,19200,James Carter,Referral,Qualifying,20
TXN-1283,2025-08-30,Ortiz-Howard,Asia Pacific,Manufacturing,Consulting Hours,19,150,2850,Elena Rodriguez,LinkedIn,Qualifying,20
TXN-1284,2025-08-24,Ortiz Inc,Asia Pacific,Manufacturing,SaaS License Pro,9,1200,10800,Elena Rodriguez,Referral,Discovery,20
TXN-1285,2025-11-16,Velasquez-Johnson,Europe,Healthcare,Consulting Hours,5,150,750,James Carter,Cold Call,Qualifying,20
TXN-1286,2025-08-30,Mclean Inc,Asia Pacific,Retail,AI Module Addon,12,15000,180000,Sarah Miller,Website,Discovery,20
TXN-1287,2025-10-08,Maxwell Inc,LATAM,Manufacturing,Enterprise Pack,6,50000,300000,Elena Rodriguez,Event,Qualifying,20
TXN-1288,2025-11-02,Flores-Young,LATAM,Healthcare,SaaS License Pro,1,1200,1200,James Carter,Event,Negotiation,75
TXN-1289,2025-09-10,Bray-Webb,LATAM,Tech,SaaS License Basic,10,500,5000,Elena Rodriguez,Referral,Negotiation,75
TXN-1290,2025-11-12,Rasmussen PLC,LATAM,Healthcare,SaaS License Basic,6,500,3000,Sarah Miller,Website,Qualifying,20
TXN-1291,2025-08-25,Jones-Chase,Europe,Healthcare,Consulting Hours,1,150,150,Sarah Miller,LinkedIn,Closed Lost,0
TXN-1292,2025-10-02,Garcia-Tucker,North America,Finance,SaaS License Basic,3,500,1500,James Carter,Website,Negotiation,75
TXN-1293,2025-11-03,Powell Group,Asia Pacific,Retail,SaaS License Pro,10,1200,12000,Sarah Miller,Cold Call,Negotiation,75
TXN-1294,2025-10-04,Sims and Sons,North America,Finance,AI Module Addon,11,15000,165000,James Carter,Event,Discovery,20
TXN-1295,2025-11-20,Fowler LLC,Europe,Healthcare,Consulting Hours,3,150,450,David Kim,Referral,Closed Lost,0
TXN-1296,2025-10-20,"Stewart, Roth and Mayer",Asia Pacific,Healthcare,SaaS License Basic,19,500,9500,Elena Rodriguez,Event,Qualifying,20
TXN-1297,2025-11-20,Elliott Ltd,Europe,Retail,Enterprise Pack,2,50000,100000,Elena Rodriguez,LinkedIn,Qualifying,20
TXN-1298,2025-10-19,Hicks LLC,LATAM,Retail,SaaS License Basic,15,500,7500,David Kim,Cold Call,Discovery,20
TXN-1299,2025-09-08,"Hodge, Waters and Carter",Asia Pacific,Retail,Consulting Hours,19,150,2850,David Kim,Website,Negotiation,75
TXN-1300,2025-09-15,Moore LLC,Asia Pacific,Manufacturing,SaaS License Pro,11,1200,13200,David Kim,Event,Qualifying,20
TXN-1301,2025-09-26,Chen PLC,LATAM,Manufacturing,Consulting Hours,16,150,2400,Elena Rodriguez,Referral,Closed Lost,0
TXN-1302,2025-08-31,Lang-Day,LATAM,Healthcare,Enterprise Pack,5,50000,250000,Sarah Miller,LinkedIn,Discovery,20
TXN-1303,2025-10-18,Hernandez-Klein,Europe,Retail,AI Module Addon,2,15000,30000,Sarah Miller,LinkedIn,Discovery,20
TXN-1304,2025-11-18,Brock-Williams,LATAM,Finance,Consulting Hours,20,150,3000,Sarah Miller,Cold Call,Proposal,50
TXN-1305,2025-10-28,Browning-Holloway,North America,Healthcare,SaaS License Pro,16,1200,19200,James Carter,Event,Closed Lost,0
TXN-1306,2025-10-20,Ortega-Owens,North America,Manufacturing,Consulting Hours,12,150,1800,David Kim,Website,Closed Won,100
TXN-1307,2025-10-20,Nolan-Young,LATAM,Retail,SaaS License Pro,8,1200,9600,Elena Rodriguez,Event,Closed Lost,0
TXN-1308,2025-10-12,Perry LLC,Europe,Finance,SaaS License Basic,8,500,4000,David Kim,Website,Discovery,20
TXN-1309,2025-11-16,Turner-Martin,North America,Manufacturing,Consulting Hours,17,150,2550,Sarah Miller,LinkedIn,Closed Lost,0
TXN-1310,2025-11-13,Hill PLC,Europe,Manufacturing,SaaS License Pro,11,1200,13200,Sarah Miller,Website,Proposal,50
TXN-1311,2025-09-17,Jones LLC,North America,Tech,Consulting Hours,19,150,2850,James Carter,Cold Call,Closed Lost,0
TXN-1312,2025-11-06,White-Johnson,Europe,Manufacturing,SaaS License Pro,5,1200,6000,Elena Rodriguez,Cold Call,Discovery,20
TXN-1313,2025-10-16,Lutz PLC,North America,Retail,Enterprise Pack,19,50000,950000,Sarah Miller,Website,Negotiation,75
TXN-1314,2025-11-13,Vasquez and Sons,Asia Pacific,Retail,SaaS License Basic,20,500,10000,David Kim,Cold Call,Qualifying,20
TXN-1315,2025-09-13,"Clark, Foster and Chan",North America,Healthcare,SaaS License Pro,3,1200,3600,James Carter,LinkedIn,Closed Lost,0
TXN-1316,2025-11-12,Brown-Gibson,Europe,Finance,Consulting Hours,15,150,2250,David Kim,Event,Closed Won,100
TXN-1317,2025-11-17,Stone-Webb,LATAM,Finance,Consulting Hours,4,150,600,Elena Rodriguez,Referral,Closed Lost,0
TXN-1318,2025-09-10,Mueller and Sons,North America,Finance,Enterprise Pack,6,50000,300000,James Carter,Website,Closed Won,100
TXN-1319,2025-11-16,"Brown, Dominguez and Barton",North America,Healthcare,Enterprise Pack,18,50000,900000,David Kim,LinkedIn,Closed Lost,0
TXN-1320,2025-09-21,Boyd PLC,Europe,Healthcare,AI Module Addon,1,15000,15000,Sarah Miller,LinkedIn,Discovery,20
TXN-1321,2025-10-06,Murray Group,LATAM,Retail,AI Module Addon,4,15000,60000,James Carter,Cold Call,Closed Lost,0
TXN-1322,2025-08-31,Boyd-Hill,North America,Healthcare,Enterprise Pack,18,50000,900000,Elena Rodriguez,Referral,Negotiation,75
TXN-1323,2025-09-19,Arellano-Taylor,Europe,Retail,SaaS License Pro,10,1200,12000,James Carter,Referral,Proposal,50
TXN-1324,2025-08-29,Wheeler-Butler,Asia Pacific,Manufacturing,SaaS License Basic,16,500,8000,Elena Rodriguez,Referral,Qualifying,20
TXN-1325,2025-09-30,Montoya-Brooks,LATAM,Tech,Enterprise Pack,16,50000,800000,David Kim,Referral,Closed Won,100
TXN-1326,2025-09-12,"Moon, Weaver and Dennis",Asia Pacific,Finance,SaaS License Pro,19,1200,22800,Sarah Miller,Website,Proposal,50
TXN-1327,2025-08-30,Henson Ltd,Europe,Retail,SaaS License Pro,6,1200,7200,David Kim,Website,Proposal,50
TXN-1328,2025-09-26,Johnson-Clements,Asia Pacific,Healthcare,Enterprise Pack,3,50000,150000,David Kim,Referral,Closed Won,100
TXN-1329,2025-09-05,Perry Inc,Europe,Retail,AI Module Addon,1,15000,15000,David Kim,Event,Negotiation,75
TXN-1330,2025-11-07,"Simon, Willis and Bishop",North America,Manufacturing,Enterprise Pack,11,50000,550000,James Carter,Website,Closed Won,100
TXN-1331,2025-10-09,Conway-Roberts,North America,Retail,SaaS License Pro,4,1200,4800,David Kim,Cold Call,Discovery,20
