Transaction_ID,Date,Customer_Name,Region,Industry,Product,Quantity,Unit_Price,Total_Value,Sales_Rep,Lead_Source,Deal_Stage,Probability
TXN-1332,2025-08-25,"Chavez, Hall and Griffin",North America,Retail,AI Module Addon,15,15000,225000,David Kim,Referral,Qualifying,20
TXN-1333,2025-09-25,Klein-Davis,North America,Tech,Consulting Hours,18,150,2700,Sarah Miller,Website,Qualifying,20
TXN-1334,2025-09-04,"Hall, Cruz and Cunningham",LATAM,Manufacturing,SaaS License Pro,9,1200,10800,Elena Rodriguez,Cold Call,Qualifying,20
TXN-1335,2025-10-23,"Wright, Cunningham and Williams",Europe,Finance,Enterprise Pack,9,50000,450000,Elena Rodriguez,Event,Negotiation,75
TXN-1336,2025-09-16,Schneider-Martin,North America,Healthcare,SaaS License Basic,14,500,7000,Sarah Miller,Cold Call,Closed Lost,0
TXN-1337,2025-09-27,Brown Ltd,Asia Pacific,Retail,SaaS License Basic,11,500,5500,James Carter,Cold Call,Closed Lost,0
TXN-1338,2025-08-27,Hughes-May,Europe,Tech,SaaS License Basic,6,500,3000,Elena Rodriguez,Website,Negotiation,75
TXN-1339,2025-10-07,Shaffer-Fuller,Asia Pacific,Healthcare,Consulting Hours,13,150,1950,Elena Rodriguez,Cold Call,Qualifying,20
TXN-1340,2025-10-08,Suarez Inc,Europe,Retail,Consulting Hours,9,150,1350,Sarah Miller,Event,Closed Won,100
TXN-1341,2025-08-26,"Bauer, Martin and Campbell",Asia Pacific,Finance,AI Module Addon,6,15000,90000,James Carter,LinkedIn,Proposal,50
TXN-1342,2025-09-14,Freeman Group,LATAM,Retail,SaaS License Pro,14,1200,16800,Sarah Miller,Referral,Discovery,20
TXN-1343,2025-11-08,Robinson Ltd,Europe,Tech,SaaS License Pro,18,1200,21600,Elena Rodriguez,Referral,Closed Won,100
TXN-1344,2025-09-09,Walton-Lee,North America,Healthcare,SaaS License Basic,7,500,3500,Sarah Miller,Cold Call,Negotiation,75
TXN-1345,2025-09-18,Mullen Group,North America,Retail,Consulting Hours,4,150,600,James Carter,Event,Qualifying,20
TXN-1346,2025-10-12,"Johnson, Garcia and Nichols",Asia Pacific,Retail,AI Module Addon,13,15000,195000,Elena Rodriguez,Event,Negotiation,75
TXN-1347,2025-10-01,Hansen-Mclaughlin,Europe,Finance,AI Module Addon,7,15000,105000,Sarah Miller,Referral,Closed Won,100
TXN-1348,2025-10-03,Hurst-Ross,LATAM,Finance,SaaS License Pro,1,1200,1200,David Kim,LinkedIn,Qualifying,20
TXN-1349,2025-10-17,Hughes-Mcdonald,Asia Pacific,Healthcare,AI Module Addon,8,15000,120000,Sarah Miller,Referral,Qualifying,20
TXN-1350,2025-08-31,"Gonzalez, Hunt and Phillips",Europe,Tech,SaaS License Pro,7,1200,8400,David Kim,Website,Negotiation,75
TXN-1351,2025-09-29,Patterson-Charles,North America,Retail,AI Module Addon,1,15000,15000,Elena Rodriguez,Website,Closed Won,100
TXN-1352,2025-09-11,Baldwin Ltd,Asia Pacific,Healthcare,AI Module Addon,11,15000,165000,David Kim,Website,Negotiation,75
TXN-1353,2025-10-06,Paul LLC,North America,Manufacturing,Enterprise Pack,12,50000,600000,Sarah Miller,Cold Call,Discovery,20
TXN-1354,2025-10-24,Huang Inc,LATAM,Retail,Enterprise Pack,1,50000,50000,David Kim,Event,Negotiation,75
TXN-1355,2025-11-21,Sanchez Inc,North America,Healthcare,SaaS License Pro,2,1200,2400,David Kim,Cold Call,Closed Won,100
TXN-1356,2025-10-29,Richardson-Wilson,Asia Pacific,Finance,SaaS License Pro,3,1200,3600,David Kim,Event,Qualifying,20
TXN-1357,2025-09-18,"Wilson, Gardner and White",North America,Retail,Enterprise Pack,6,50000,300000,Sarah Miller,Referral,Closed Lost,0
TXN-1358,2025-10-31,Jennings Group,Europe,Manufacturing,AI Module Addon,5,15000,75000,Elena Rodriguez,Website,Closed Won,100
TXN-1359,2025-09-10,Black Group,LATAM,Manufacturing,AI Module Addon,20,15000,300000,David Kim,Event,Discovery,20
TXN-1360,2025-09-19,"Zimmerman, Smith and Deleon",Europe,Finance,AI Module Addon,15,15000,225000,Elena Rodriguez,LinkedIn,Closed Lost,0
TXN-1361,2025-09-15,Thomas-Johnson,Europe,Tech,Consulting Hours,3,150,450,James Carter,Website,Qualifying,20
TXN-1362,2025-09-17,Graham Ltd,Asia Pacific,Manufacturing,Enterprise Pack,1,50000,50000,Sarah Miller,Referral,Discovery,20
TXN-1363,2025-08-29,Greene Ltd,Asia Pacific,Healthcare,Consulting Hours,6,150,900,David Kim,Website,Qualifying,20
TXN-1364,2025-11-20,Vang-Romero,Europe,Retail,Enterprise Pack,2,50000,100000,David Kim,Referral,Qualifying,20
TXN-1365,2025-10-13,Dalton Group,LATAM,Finance,SaaS License Pro,15,1200,18000,James Carter,Referral,Closed Lost,0
TXN-1366,2025-09-07,Rodriguez Ltd,North America,Finance,SaaS License Pro,5,1200,6000,David Kim,Website,Negotiation,75
TXN-1367,2025-09-18,Stewart Group,North America,Healthcare,SaaS License Basic,6,500,3000,David Kim,Cold Call,Closed Lost,0
TXN-1368,2025-10-19,"Price, Davis and Wood",Asia Pacific,Finance,SaaS License Pro,6,1200,7200,Sarah Miller,Cold Call,Discovery,20
TXN-1369,2025-09-27,"Wilkerson, Fowler and Davis",Asia Pacific,Retail,AI Module Addon,12,15000,180000,David Kim,Referral,Proposal,50
TXN-1370,2025-09-03,"Smith, Marshall and Jones",Europe,Retail,Consulting Hours,10,150,1500,James Carter,LinkedIn,Discovery,20
TXN-1371,2025-09-07,"Bishop, Hamilton and Fischer",Asia Pacific,Tech,SaaS License Pro,16,1200,19200,David Kim,LinkedIn,Discovery,20
TXN-1372,2025-10-03,Lewis-Lynch,Asia Pacific,Tech,AI Module Addon,7,15000,105000,Sarah Miller,Referral,Discovery,20
TXN-1373,2025-09-17,"King, Hudson and Mcgee",LATAM,Healthcare,Enterprise Pack,4,50000,200000,Elena Rodriguez,LinkedIn,Qualifying,20
TXN-1374,2025-08-27,Mccann Group,Asia Pacific,Tech,SaaS License Basic,9,500,4500,Elena Rodriguez,Event,Proposal,50
TXN-1375,2025-10-20,Davis PLC,Europe,Manufacturing,Enterprise Pack,16,50000,800000,David Kim,LinkedIn,Negotiation,75
TXN-1376,2025-08-24,Rogers Group,Asia Pacific,Healthcare,AI Module Addon,14,15000,210000,James Carter,LinkedIn,Discovery,20
TXN-1377,2025-10-28,"Doyle, Ramos and Guerrero",LATAM,Tech,SaaS License Pro,13,1200,15600,Sarah Miller,Cold Call,Proposal,50
TXN-1378,2025-11-15,Medina-King,Asia Pacific,Tech,SaaS License Pro,3,1200,3600,Sarah Miller,Event,Negotiation,75
TXN-1379,2025-10-19,Allen-Carter,Europe,Finance,SaaS License Basic,5,500,2500,Elena Rodriguez,Referral,Closed Lost,0
TXN-1380,2025-11-14,Perry LLC,LATAM,Manufacturing,Consulting Hours,11,150,1650,James Carter,Event,Qualifying,20
TXN-1381,2025-09-13,Marshall PLC,Asia Pacific,Retail,Consulting Hours,19,150,2850,James Carter,Event,Qualifying,20
TXN-1382,2025-08-26,Ellis-Jenkins,Asia Pacific,Healthcare,SaaS License Pro,8,1200,9600,David Kim,Event,Discovery,20
TXN-1383,2025-11-02,Martin Group,Asia Pacific,Healthcare,Enterprise Pack,2,50000,100000,Sarah Miller,Cold Call,Negotiation,75
TXN-1384,2025-10-08,"Carr, Jenkins and Miller",Europe,Retail,AI Module Addon,19,15000,285000,Sarah Miller,Event,Discovery,20
TXN-1385,2025-10-02,Mcgrath LLC,Europe,Manufacturing,Enterprise Pack,13,50000,650000,Sarah Miller,Referral,Proposal,50
TXN-1386,2025-11-16,"Harmon, Alvarez and Washington",Asia Pacific,Manufacturing,SaaS License Pro,12,1200,14400,Elena Rodriguez,Website,Closed Won,100
TXN-1387,2025-09-03,"Rodgers, Lewis and Sawyer",LATAM,Finance,SaaS License Pro,14,1200,16800,David Kim,Referral,Discovery,20
TXN-1388,2025-09-12,Lopez-Lawrence,LATAM,Manufacturing,Consulting Hours,14,150,2100,James Carter,Website,Discovery,20
TXN-1389,2025-11-19,Martin-Frank,LATAM,Retail,SaaS License Basic,12,500,6000,Sarah Miller,Event,Negotiation,75
TXN-1390,2025-08-26,Sanchez Ltd,Asia Pacific,Tech,Consulting Hours,12,150,1800,James Carter,Referral,Closed Won,100
TXN-1391,2025-09-05,Osborn-Perez,Europe,Tech,Consulting Hours,1,150,150,Sarah Miller,Website,Closed Won,100
TXN-1392,2025-10-02,Johnson Ltd,Europe,Retail,Consulting Hours,11,150,1650,James Carter,Website,Closed Won,100
TXN-1393,2025-10-03,Stout-Wilson,North America,Finance,Consulting Hours,3,150,450,James Carter,LinkedIn,Closed Won,100
TXN-1394,2025-10-08,Butler PLC,Europe,Finance,Consulting Hours,15,150,2250,Elena Rodriguez,Event,Closed Lost,0
TXN-1395,2025-10-04,Wood Inc,Europe,Finance,Consulting Hours,19,150,2850,Sarah Miller,LinkedIn,Proposal,50
TXN-1396,2025-10-20,Gardner-Bullock,North America,Finance,SaaS License Basic,15,500,7500,James Carter,Cold Call,Closed Won,100
TXN-1397,2025-09-19,"Rhodes, Fields and Turner",Europe,Finance,SaaS License Basic,8,500,4000,Sarah Miller,Referral,Negotiation,75
TXN-1398,2025-09-28,Chambers Inc,LATAM,Manufacturing,Consulting Hours,1,150,150,Elena Rodriguez,LinkedIn,Closed Lost,0
TXN-1399,2025-10-14,Frazier Ltd,LATAM,Healthcare,AI Module Addon,13,15000,195000,Sarah Miller,Event,Proposal,50
TXN-1400,2025-09-27,Craig-Hall,Europe,Retail,Consulting Hours,3,150,450,James Carter,Cold Call,Proposal,50
TXN-1401,2025-10-05,"Austin, Wright and Buckley",Europe,Tech,SaaS License Basic,5,500,2500,Sarah Miller,LinkedIn,Discovery,20
TXN-1402,2025-08-26,Liu PLC,North America,Healthcare,Enterprise Pack,18,50000,900000,David Kim,Event,Discovery,20
TXN-1403,2025-09-01,White Inc,North America,Finance,AI Module Addon,6,15000,90000,James Carter,Cold Call,Closed Lost,0
TXN-1404,2025-11-11,Smith Inc,LATAM,Retail,SaaS License Pro,20,1200,24000,David Kim,LinkedIn,Negotiation,75
TXN-1405,2025-08-28,Serrano-Park,Europe,Finance,Consulting Hours,6,150,900,David Kim,Referral,Negotiation,75
TXN-1406,2025-09-10,Harper-Brown,Asia Pacific,Retail,SaaS License Pro,13,1200,15600,David Kim,LinkedIn,Qualifying,20
TXN-1407,2025-09-25,Wilson and Sons,Europe,Healthcare,SaaS License Pro,9,1200,10800,James Carter,Referral,Discovery,20
TXN-1408,2025-10-02,"White, Mckee and Perez",North America,Finance,SaaS License Pro,17,1200,20400,David Kim,Referral,Closed Won,100
TXN-1409,2025-11-17,Miller-Kirk,LATAM,Healthcare,Enterprise Pack,1,50000,50000,David Kim,LinkedIn,Closed Won,100
TXN-1410,2025-10-27,"Bailey, Bright and Armstrong",LATAM,Finance,AI Module Addon,9,15000,135000,David Kim,Cold Call,Closed Lost,0
TXN-1411,2025-09-24,Rich and Sons,Europe,Retail,AI Module Addon,15,15000,225000,James Carter,Event,Closed Lost,0
TXN-1412,2025-09-09,Murray-Guzman,North America,Manufacturing,SaaS License Basic,13,500,6500,Sarah Miller,Website,Qualifying,20
TXN-1413,2025-11-12,Williams Group,North America,Finance,SaaS License Pro,12,1200,14400,Elena Rodriguez,Cold Call,Proposal,50
TXN-1414,2025-09-20,"Nelson, Duran and Taylor",LATAM,Tech,SaaS License Pro,1,1200,1200,Sarah Miller,Website,Closed Lost,0
TXN-1415,2025-09-30,"Jackson, Johnson and Thomas",Europe,Tech,AI Module Addon,15,15000,225000,David Kim,Website,Qualifying,20
TXN-1416,2025-11-11,Anderson and Sons,North America,Manufacturing,SaaS License Basic,2,500,1000,David Kim,Event,Closed Won,100
TXN-1417,2025-09-24,"Estes, Bates and Martinez",Europe,Healthcare,AI Module Addon,2,15000,30000,Sarah Miller,Event,Qualifying,20
TXN-1418,2025-10-12,Williams Inc,North America,Healthcare,Consulting Hours,14,150,2100,Sarah Miller,Website,Negotiation,75
TXN-1419,2025-09-28,Smith LLC,Asia Pacific,Tech,SaaS License Basic,1,500,500,James Carter,Cold Call,Proposal,50
TXN-1420,2025-11-17,"Reilly, Thomas and Morris",LATAM,Finance,AI Module Addon,20,15000,300000,Elena Rodriguez,LinkedIn,Discovery,20
TXN-1421,2025-11-22,"White, Meyer and Rosario",North America,Finance,SaaS License Pro,11,1200,13200,David Kim,Referral,Proposal,50
TXN-1422,2025-10-28,Bell PLC,Europe,Healthcare,SaaS License Pro,3,1200,3600,David Kim,Cold Call,Negotiation,75
TXN-1423,2025-10-23,"Burns, Allen and Hale",Asia Pacific,Healthcare,Enterprise Pack,8,50000,400000,James Carter,Referral,Discovery,20
TXN-1424,2025-10-23,"Lopez, Wilson and Gonzalez",Asia Pacific,Finance,AI Module Addon,16,15000,240000,Sarah Miller,Referral,Proposal,50
TXN-1425,2025-08-30,Fletcher Inc,Europe,Healthcare,SaaS License Pro,4,1200,4800,Elena Rodriguez,Cold Call,Closed Lost,0
TXN-1426,2025-10-24,"Jones, Silva and Morris",North America,Retail,SaaS License Pro,10,1200,12000,Sarah Miller,LinkedIn,Proposal,50
TXN-1427,2025-10-30,"Dennis, Lambert and Collins",North America,Manufacturing,AI Module Addon,10,15000,150000,Sarah Miller,LinkedIn,Negotiation,75
TXN-1428,2025-09-17,"Wright, Jones and Lewis",Asia Pacific,Manufacturing,SaaS License Basic,8,500,4000,Sarah Miller,Event,Qualifying,20
TXN-1429,2025-08-25,Smith-Walker,Europe,Manufacturing,SaaS License Pro,11,1200,13200,Sarah Miller,Referral,Closed Won,100
TXN-1430,2025-10-07,Robinson PLC,Europe,Finance,Enterprise Pack,6,50000,300000,David Kim,Cold Call,Closed Won,100
TXN-1431,2025-11-17,"Mathis, Baird and Webb",LATAM,Retail,SaaS License Basic,5,500,2500,James Carter,Website,Proposal,50
TXN-1432,2025-09-07,"Carlson, Campbell and Webb",Asia Pacific,Retail,Consulting Hours,12,150,1800,Sarah Miller,Referral,Qualifying,20
TXN-1433,2025-10-17,Rowland Group,LATAM,Healthcare,SaaS License Pro,1,1200,1200,Elena Rodriguez,Referral,Qualifying,20
TXN-1434,2025-09-16,"Norton, Harris and Hunt",Europe,Healthcare,SaaS License Basic,17,500,8500,David Kim,LinkedIn,Closed Lost,0
TXN-1435,2025-10-10,Garcia Inc,LATAM,Manufacturing,AI Module Addon,13,15000,195000,James Carter,Referral,Closed Lost,0
TXN-1436,2025-11-14,Richardson and Sons,Europe,Tech,Consulting Hours,14,150,2100,Elena Rodriguez,LinkedIn,Discovery,20
TXN-1437,2025-08-28,"Hill, Newman and Nichols",North America,Retail,AI Module Addon,6,15000,90000,David Kim,Website,Qualifying,20
TXN-1438,2025-11-16,Ferguson LLC,LATAM,Finance,Consulting Hours,10,150,1500,Sarah Miller,Cold Call,Closed Won,100
TXN-1439,2025-11-22,Hayes LLC,LATAM,Retail,Enterprise Pack,5,50000,250000,David Kim,Website,Qualifying,20
TXN-1440,2025-11-06,Krueger Ltd,North America,Manufacturing,AI Module Addon,11,15000,165000,Elena Rodriguez,Website,Discovery,20
TXN-1441,2025-10-22,Rodriguez-Quinn,Asia Pacific,Finance,Consulting Hours,5,150,750,Elena Rodriguez,Cold Call,Discovery,20
TXN-1442,2025-09-28,Sanchez-Collins,Asia Pacific,Manufacturing,Enterprise Pack,14,50000,700000,Elena Rodriguez,LinkedIn,Discovery,20
TXN-1443,2025-11-13,Scott-Williams,North America,Manufacturing,SaaS License Pro,13,1200,15600,David Kim,Referral,Discovery,20
TXN-1444,2025-11-03,"Jacobs, Collins and Davies",Asia Pacific,Manufacturing,SaaS License Basic,2,500,1000,Elena Rodriguez,Cold Call,Closed Won,100
TXN-1445,2025-09-07,Harris-English,North America,Healthcare,SaaS License Pro,4,1200,4800,David Kim,Cold Call,Closed Won,100
TXN-1446,2025-09-05,"Miller, Watson and Lambert",LATAM,Manufacturing,Consulting Hours,4,150,600,Sarah Miller,Website,Proposal,50
TXN-1447,2025-10-17,"Lara, Sosa and Schmidt",Asia Pacific,Manufacturing,AI Module Addon,14,15000,210000,Elena Rodriguez,Cold Call,Qualifying,20
TXN-1448,2025-10-07,Holland Inc,LATAM,Retail,AI Module Addon,7,15000,105000,Elena Rodriguez,Website,Qualifying,20
TXN-1449,2025-09-02,Sharp-Mitchell,LATAM,Retail,AI Module Addon,15,15000,225000,Elena Rodriguez,Cold Call,Qualifying,20
TXN-1450,2025-08-24,Gonzalez-Alexander,North America,Finance,Enterprise Pack,9,50000,450000,James Carter,Event,Negotiation,75
TXN-1451,2025-10-25,Pratt-Williamson,Europe,Finance,SaaS License Pro,7,1200,8400,Elena Rodriguez,Event,Proposal,50
TXN-1452,2025-11-10,Gomez LLC,Asia Pacific,Healthcare,AI Module Addon,18,15000,270000,David Kim,Referral,Closed Lost,0
TXN-1453,2025-09-03,Hudson PLC,LATAM,Manufacturing,Enterprise Pack,3,50000,150000,David Kim,Cold Call,Closed Won,100
TXN-1454,2025-11-02,Williams-Wells,North America,Manufacturing,AI Module Addon,3,15000,45000,Elena Rodriguez,LinkedIn,Qualifying,20
TXN-1455,2025-10-01,Brown and Sons,North America,Manufacturing,AI Module Addon,9,15000,135000,David Kim,Website,Closed Won,100
TXN-1456,2025-09-17,Williams-Le,LATAM,Healthcare,AI Module Addon,11,15000,165000,Sarah Miller,Event,Discovery,20
TXN-1457,2025-10-31,Charles-Nelson,North America,Tech,SaaS License Basic,20,500,10000,David Kim,Website,Negotiation,75
TXN-1458,2025-09-11,Avery and Sons,Europe,Healthcare,SaaS License Basic,9,500,4500,Sarah Miller,Referral,Negotiation,75
TXN-1459,2025-10-08,Patterson and Sons,LATAM,Retail,Enterprise Pack,11,50000,550000,James Carter,Cold Call,Closed Won,100
TXN-1460,2025-11-15,Haynes-Walker,Europe,Healthcare,SaaS License Basic,12,500,6000,Sarah Miller,Website,Proposal,50
TXN-1461,2025-09-09,Hodges-Olson,North America,Finance,Consulting Hours,3,150,450,James Carter,Referral,Closed Won,100
TXN-1462,2025-10-19,Clements-Shaw,North America,Tech,SaaS License Pro,4,1200,4800,James Carter,Referral,Negotiation,75
TXN-1463,2025-10-19,Johnson PLC,Europe,Retail,Consulting Hours,19,150,2850,Elena Rodriguez,Website,Discovery,20
TXN-1464,2025-09-08,Sandoval-Barton,Asia Pacific,Tech,Consulting Hours,4,150,600,James Carter,Event,Qualifying,20
TXN-1465,2025-10-24,"Mccall, Ramirez and Barnes",Asia Pacific,Manufacturing,SaaS License Pro,16,1200,19200,James Carter,Event,Proposal,50
TXN-1466,2025-09-07,"Thomas, Lin and Johnson",North America,Retail,Consulting Hours,18,150,2700,Elena Rodriguez,Referral,Closed Lost,0
TXN-1467,2025-09-20,"Young, Williams and Jones",Europe,Retail,SaaS License Pro,13,1200,15600,Elena Rodriguez,Event,Closed Lost,0
TXN-1468,2025-10-15,Swanson-Allen,Asia Pacific,Manufacturing,AI Module Addon,7,15000,105000,Sarah Miller,LinkedIn,Closed Won,100
TXN-1469,2025-11-06,"Elliott, Weaver and Williams",Asia Pacific,Tech,SaaS License Basic,13,500,6500,Elena Rodriguez,Event,Closed Won,100
TXN-1470,2025-09-05,Parker LLC,North America,Manufacturing,Consulting Hours,15,150,2250,Elena Rodriguez,Website,Closed Won,100
TXN-1471,2025-10-05,Thomas-Adams,Europe,Tech,AI Module Addon,15,15000,225000,James Carter,Website,Discovery,20
TXN-1472,2025-09-27,Griffin-Velez,Asia Pacific,Healthcare,Consulting Hours,20,150,3000,David Kim,Website,Negotiation,75
TXN-1473,2025-09-16,"Hunter, Howard and Hall",Asia Pacific,Healthcare,AI Module Addon,3,15000,45000,Elena Rodriguez,Cold Call,Discovery,20
TXN-1474,2025-10-22,Miller Inc,LATAM,Tech,SaaS License Basic,2,500,1000,James Carter,Event,Negotiation,75
TXN-1475,2025-11-01,Kane PLC,Europe,Healthcare,AI Module Addon,11,15000,165000,David Kim,Website,Qualifying,20
TXN-1476,2025-11-21,Fernandez-Sanders,North America,Healthcare,Enterprise Pack,19,50000,950000,Elena Rodriguez,Cold Call,Closed Won,100
TXN-1477,2025-11-22,"King, Adams and Nunez",LATAM,Tech,SaaS License Pro,11,1200,13200,Sarah Miller,Cold Call,Closed Won,100
TXN-1478,2025-09-07,"Mcgrath, Anderson and Brown",Europe,Tech,Enterprise Pack,3,50000,150000,Elena Rodriguez,Referral,Qualifying,20
TXN-1479,2025-10-06,Moss-Thomas,Europe,Healthcare,Consulting Hours,5,150,750,David Kim,Website,Proposal,50
TXN-1480,2025-10-24,Frazier-Oliver,North America,Finance,Consulting Hours,11,150,1650,James Carter,Cold Call,Closed Won,100
TXN-1481,2025-10-17,"Reed, Harding and Goodwin",Europe,Manufacturing,Consulting Hours,13,150,1950,Sarah Miller,Cold Call,Qualifying,20
TXN-1482,2025-09-05,Hunt Inc,North America,Manufacturing,Enterprise Pack,1,50000,50000,Elena Rodriguez,Cold Call,Closed Lost,0
TXN-1483,2025-11-10,Smith-French,Europe,Retail,Enterprise Pack,8,50000,400000,David Kim,Website,Negotiation,75
TXN-1484,2025-11-11,Brown-Davenport,North America,Healthcare,AI Module Addon,9,15000,135000,David Kim,Referral,Closed Lost,0
TXN-1485,2025-11-19,"Rodriguez, Cochran and Webb",Europe,Retail,SaaS License Basic,11,500,5500,Sarah Miller,Referral,Closed Won,100
TXN-1486,2025-10-10,Bishop Inc,Asia Pacific,Finance,SaaS License Pro,15,1200,18000,David Kim,Referral,Discovery,20
TXN-1487,2025-08-24,Campbell PLC,North America,Healthcare,Enterprise Pack,2,50000,100000,Sarah Miller,Event,Closed Lost,0
TXN-1488,2025-10-14,"Lawson, Washington and Collins",LATAM,Healthcare,Enterprise Pack,8,50000,400000,James Carter,Cold Call,Proposal,50
TXN-1489,2025-10-18,Miller-Lopez,North America,Finance,SaaS License Basic,5,500,2500,Elena Rodriguez,LinkedIn,Closed Won,100
TXN-1490,2025-11-03,"Bowers, Graham and Garcia",LATAM,Healthcare,SaaS License Pro,18,1200,21600,Elena Rodriguez,Website,Closed Won,100
TXN-1491,2025-09-06,Mendez-Chambers,Asia Pacific,Healthcare,SaaS License Basic,2,500,1000,Elena Rodriguez,Referral,Qualifying,20
TXN-1492,2025-08-29,Bennett-Flores,Asia Pacific,Healthcare,Enterprise Pack,7,50000,350000,Elena Rodriguez,Referral,Closed Won,100
TXN-1493,2025-10-17,Lynn-Williams,Europe,Retail,SaaS License Basic,3,500,1500,Sarah Miller,LinkedIn,Qualifying,20
TXN-1494,2025-10-23,Ferguson PLC,LATAM,Healthcare,SaaS License Pro,4,1200,4800,David Kim,Event,Closed Won,100
TXN-1495,2025-10-21,"Wallace, Tapia and Doyle",Asia Pacific,Manufacturing,SaaS License Pro,18,1200,21600,James Carter,Event,Closed Won,100
TXN-1496,2025-08-30,Smith and Sons,Asia Pacific,Manufacturing,Consulting Hours,5,150,750,Elena Rodriguez,Cold Call,Negotiation,75
TXN-1497,2025-10-19,Paul-Liu,LATAM,Tech,Consulting Hours,14,150,2100,James Carter,Website,Closed Lost,0
TXN-1498,2025-09-05,Walls-Acevedo,LATAM,Healthcare,AI Module Addon,13,15000,195000,Sarah Miller,Website,Qualifying,20
TXN-1499,2025-11-05,Chapman-Rodriguez,Asia Pacific,Retail,Consulting Hours,8,150,1200,James Carter,Cold Call,Discovery,20
